* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, desert, sgjourney:abydos_desert, MONSTER, alexsmobs:farseer, 35, 1, 1
14273, forest, minecraft:old_growth_birch_forest, CREATURE, ghosts:ghost, 20, 1, 2
14274, forest, minecraft:old_growth_birch_forest, CREATURE, ghosts:small_ghost, 20, 1, 3
14275, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:gift_starby, 20, 1, 1
14276, forest, minecraft:old_growth_birch_forest, CREATURE, faunify:hedgehog, 5, 2, 3
14277, forest, minecraft:old_growth_birch_forest, CREATURE, faunify:mouse, 10, 3, 5
14278, forest, minecraft:old_growth_birch_forest, CREATURE, faunify:opossum, 5, 2, 2
14279, forest, minecraft:old_growth_birch_forest, CREATURE, alshanex_familiars:druid_pet, 20, 1, 1
14280, forest, minecraft:old_growth_birch_forest, CREATURE, alshanex_familiars:hunter_pet, 20, 2, 2
14281, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:starbuncle, 20, 1, 2
14282, forest, minecraft:old_growth_birch_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 5, 1, 1
14283, forest, minecraft:old_growth_birch_forest, CREATURE, faunify:weasel, 3, 2, 3
14284, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
14285, forest, minecraft:old_growth_birch_forest, AMBIENT, minecraft:bat, 20, 8, 8
14286, forest, minecraft:old_growth_birch_forest, AMBIENT, crittersandcompanions:leaf_insect, 20, 1, 1
14287, forest, minecraft:old_growth_birch_forest, AMBIENT, caverns_and_chasms:glare, 20, 1, 1
14288, forest, minecraft:old_growth_birch_forest, AMBIENT, alexsmobs:fly, 4, 2, 3
14289, forest, minecraft:old_growth_birch_forest, AMBIENT, alexsmobs:cockroach, 20, 5, 5
14290, forest, minecraft:old_growth_birch_forest, AMBIENT, terramity:blue_fairy, 15, 1, 2
14291, forest, minecraft:old_growth_birch_forest, AMBIENT, terramity:cave_gnome, 5, 1, 3
14292, forest, minecraft:old_growth_birch_forest, AMBIENT, terramity:green_fairy, 5, 2, 3
14293, forest, minecraft:old_growth_birch_forest, AMBIENT, terramity:pink_fairy, 15, 1, 2
14294, forest, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 20, 4, 6
14295, forest, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 5, 4, 6
14296, forest, minecraft:old_growth_birch_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 5, 3, 5
14297, forest, minecraft:old_growth_birch_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
14298, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 20, 5, 12
14299, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, fintastic:minnow, 5, 3, 8
14300, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 20, 4, 4
14301, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 20, 4, 4
14302, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 20, 1, 1
14303, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton, 20, 4, 4
14304, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:creeper, 20, 4, 4
14305, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:slime, 20, 4, 4
14306, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:enderman, 15, 1, 4
14307, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:witch, 10, 1, 1
14308, taiga, minecraft:old_growth_pine_taiga, MONSTER, species:bewereager, 10, 1, 2
14309, taiga, minecraft:old_growth_pine_taiga, MONSTER, species:cliff_hanger, 10, 1, 1
14310, taiga, minecraft:old_growth_pine_taiga, MONSTER, species:ghoul, 12, 1, 1
14311, taiga, minecraft:old_growth_pine_taiga, MONSTER, embers:ancient_golem, 8, 1, 1
14312, taiga, minecraft:old_growth_pine_taiga, MONSTER, species:limpet, 15, 1, 1
14313, taiga, minecraft:old_growth_pine_taiga, MONSTER, species:quake, 20, 1, 1
14314, taiga, minecraft:old_growth_pine_taiga, MONSTER, opposing_force:dicer, 20, 1, 1
14315, taiga, minecraft:old_growth_pine_taiga, MONSTER, opposing_force:frowzy, 20, 4, 4
14316, taiga, minecraft:old_growth_pine_taiga, MONSTER, opposing_force:guzzler, 25, 1, 1
14317, taiga, minecraft:old_growth_pine_taiga, MONSTER, caverns_and_chasms:mime, 4, 1, 1
14318, taiga, minecraft:old_growth_pine_taiga, MONSTER, opposing_force:pale_spider, 20, 4, 4
14319, taiga, minecraft:old_growth_pine_taiga, MONSTER, opposing_force:ramble, 20, 1, 1
14320, taiga, minecraft:old_growth_pine_taiga, MONSTER, opposing_force:slug, 20, 2, 2
14321, taiga, minecraft:old_growth_pine_taiga, MONSTER, opposing_force:terror, 35, 1, 1
14322, taiga, minecraft:old_growth_pine_taiga, MONSTER, opposing_force:trembler, 20, 1, 1
14323, taiga, minecraft:old_growth_pine_taiga, MONSTER, opposing_force:umber_spider, 20, 4, 4
14324, taiga, minecraft:old_growth_pine_taiga, MONSTER, opposing_force:volt, 35, 4, 4
14325, taiga, minecraft:old_growth_pine_taiga, MONSTER, species:wicked, 5, 1, 3
14326, taiga, minecraft:old_growth_pine_taiga, MONSTER, alexsmobs:centipede_head, 35, 1, 1
14327, taiga, minecraft:old_growth_pine_taiga, MONSTER, alexsmobs:farseer, 35, 1, 1
14328, taiga, minecraft:old_growth_pine_taiga, MONSTER, alexsmobs:murmur, 20, 1, 1
14329, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 2
14330, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:baby_spider, 5, 3, 5
14331, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
14332, taiga, minecraft:old_growth_pine_taiga, MONSTER, quark:stoneling, 5, 1, 1
14333, taiga, minecraft:old_growth_pine_taiga, MONSTER, quark:toretoise, 5, 2, 4
14334, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
14335, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
14336, taiga, minecraft:old_growth_pine_taiga, MONSTER, ancient_elements:boulder, 20, 1, 1
14337, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:corpse_fly, 5, 1, 3
14338, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 1
14339, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:decaying_zombie, 5, 1, 1
14340, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:decrepit_skeleton, 5, 1, 1
14341, taiga, minecraft:old_growth_pine_taiga, MONSTER, ancient_elements:dig, 10, 1, 1
14342, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 1
14343, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:door_knight, 5, 1, 1
14344, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:dread_hound, 5, 3, 5
14345, taiga, minecraft:old_growth_pine_taiga, MONSTER, ancient_elements:drimble, 5, 1, 1
14346, taiga, minecraft:old_growth_pine_taiga, MONSTER, foolish:dweller, 20, 4, 4
14347, taiga, minecraft:old_growth_pine_taiga, MONSTER, foolish:excavore, 20, 1, 1
14348, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
14349, taiga, minecraft:old_growth_pine_taiga, MONSTER, foolish:great_keenark, 20, 1, 1
14350, taiga, minecraft:old_growth_pine_taiga, MONSTER, foolish:keenark, 20, 4, 4
14351, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:krampus, 20, 1, 1
14352, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:krampus_henchman, 20, 2, 3
14353, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
14354, taiga, minecraft:old_growth_pine_taiga, MONSTER, adamsarsplus:mage, 20, 1, 2
14355, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
14356, taiga, minecraft:old_growth_pine_taiga, MONSTER, goety:reaper, 10, 1, 1
14357, taiga, minecraft:old_growth_pine_taiga, MONSTER, goety:wraith, 10, 1, 1
14358, taiga, minecraft:old_growth_pine_taiga, MONSTER, goety:web_spider, 5, 4, 4
14359, taiga, minecraft:old_growth_pine_taiga, MONSTER, goety:icy_spider, 20, 4, 4
14360, taiga, minecraft:old_growth_pine_taiga, MONSTER, goety:warlock, 20, 1, 1
14361, taiga, minecraft:old_growth_pine_taiga, MONSTER, goety:heretic, 20, 1, 1
14362, taiga, minecraft:old_growth_pine_taiga, MONSTER, goety:maverick, 20, 1, 1
14363, taiga, minecraft:old_growth_pine_taiga, MONSTER, goety_cataclysm:draugr_necromancer, 20, 1, 1
14364, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:mother_spider, 2, 1, 1
14365, taiga, minecraft:old_growth_pine_taiga, MONSTER, mowziesmobs:grottol, 20, 1, 1
14366, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:mr_pumpkin, 5, 1, 3
14367, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:mrs_pumpkin, 5, 1, 1
14368, taiga, minecraft:old_growth_pine_taiga, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
14369, taiga, minecraft:old_growth_pine_taiga, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
14370, taiga, minecraft:old_growth_pine_taiga, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
14371, taiga, minecraft:old_growth_pine_taiga, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
14372, taiga, minecraft:old_growth_pine_taiga, MONSTER, irons_spellbooks:necromancer, 10, 1, 1
14373, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
14374, taiga, minecraft:old_growth_pine_taiga, MONSTER, foolish:parasitic_fly, 20, 3, 5
14375, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
14376, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
14377, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 1
14378, taiga, minecraft:old_growth_pine_taiga, MONSTER, ancient_elements:scamp, 20, 1, 1
14379, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:senor_pumpkin, 5, 1, 2
14380, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:siamese_skeletons, 5, 1, 1
14381, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
14382, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:skeleton_demoman, 3, 1, 1
14383, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:skeleton_thrasher, 5, 1, 1
14384, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 5 2, 2
14385, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:spirit_guide, 5, 1, 1
14386, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:spiritof_chaos, 5, 1, 1
14387, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
14388, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:swarmer, 5, 1, 1
14389, taiga, minecraft:old_growth_pine_taiga, MONSTER, ancient_elements:undead_miner, 20, 1, 2
14390, taiga, minecraft:old_growth_pine_taiga, MONSTER, terramity:uvogre, 5, 1, 1
14391, taiga, minecraft:old_growth_pine_taiga, MONSTER, foolish:wendigo, 20, 1, 1
14392, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:zombie_bruiser, 5, 1, 1
14393, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:zombie_clown, 5, 1, 1
14394, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:zombie_fisherman, 5, 1, 1
14395, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:zombie_lumberjack, 5, 1, 1
14396, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:sheep, 40, 5, 5
14397, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:pig, 40, 4, 4
14398, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:chicken, 40, 4, 4
14399, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:cow, 40, 4, 4
14400, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 20, 4, 4
14401, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:rabbit, 20, 2, 3
14402, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:fox, 20, 2, 4
14403, taiga, minecraft:old_growth_pine_taiga, CREATURE, tameablebeasts:ground_beetle, 20, 1, 3
14404, taiga, minecraft:old_growth_pine_taiga, CREATURE, forbidden_arcanus:lost_soul, 20, 1, 3
14405, taiga, minecraft:old_growth_pine_taiga, CREATURE, tameablebeasts:tameable_beetle, 20, 1, 3
14406, taiga, minecraft:old_growth_pine_taiga, CREATURE, species:treeper, 20, 1, 1
14407, taiga, minecraft:old_growth_pine_taiga, CREATURE, alexsmobs:grizzly_bear, 20, 2, 3
14408, taiga, minecraft:old_growth_pine_taiga, CREATURE, alexsmobs:raccoon, 20, 2, 4
14409, taiga, minecraft:old_growth_pine_taiga, CREATURE, alexsmobs:crow, 5, 3, 5
14410, taiga, minecraft:old_growth_pine_taiga, CREATURE, alexsmobs:banana_slug, 20, 2, 3
14411, taiga, minecraft:old_growth_pine_taiga, CREATURE, alexsmobs:blue_jay, 20, 2, 4
14412, taiga, minecraft:old_growth_pine_taiga, CREATURE, ars_nouveau:drygmy, 20, 1, 2
14413, taiga, minecraft:old_growth_pine_taiga, CREATURE, ars_nouveau:gift_starby, 20, 1, 1
14414, taiga, minecraft:old_growth_pine_taiga, CREATURE, faunify:hedgehog, 5, 2, 3
14415, taiga, minecraft:old_growth_pine_taiga, CREATURE, geologicexpansion:duck, 20, 2, 4
14416, taiga, minecraft:old_growth_pine_taiga, CREATURE, alshanex_familiars:hunter_pet, 20, 2, 2
14417, taiga, minecraft:old_growth_pine_taiga, CREATURE, ars_nouveau:starbuncle, 20, 1, 2
14418, taiga, minecraft:old_growth_pine_taiga, CREATURE, born_in_chaos_v1:thornshell_crab, 5, 1, 1
14419, taiga, minecraft:old_growth_pine_taiga, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
14420, taiga, minecraft:old_growth_pine_taiga, AMBIENT, minecraft:bat, 20, 8, 8
14421, taiga, minecraft:old_growth_pine_taiga, AMBIENT, caverns_and_chasms:glare, 20, 1, 1
14422, taiga, minecraft:old_growth_pine_taiga, AMBIENT, alexsmobs:fly, 4, 2, 3
14423, taiga, minecraft:old_growth_pine_taiga, AMBIENT, alexsmobs:cockroach, 20, 5, 5
14424, taiga, minecraft:old_growth_pine_taiga, AMBIENT, terramity:blue_fairy, 15, 1, 2
14425, taiga, minecraft:old_growth_pine_taiga, AMBIENT, terramity:cave_gnome, 5, 1, 3
14426, taiga, minecraft:old_growth_pine_taiga, AMBIENT, terramity:green_fairy, 5, 2, 3
14427, taiga, minecraft:old_growth_pine_taiga, AMBIENT, terramity:pink_fairy, 15, 1, 2
14428, taiga, minecraft:old_growth_pine_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 20, 4, 6
14429, taiga, minecraft:old_growth_pine_taiga, UNDERGROUND_WATER_CREATURE, species:deepfish, 5, 4, 6
14430, taiga, minecraft:old_growth_pine_taiga, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 5, 3, 5
14431, taiga, minecraft:old_growth_pine_taiga, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
14432, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 20, 5, 12
14433, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, fintastic:minnow, 5, 3, 8
14434, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:spider, 20, 4, 4
14435, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie, 20, 4, 4
14436, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie_villager, 20, 1, 1
14437, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:skeleton, 20, 4, 4
14438, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:creeper, 20, 4, 4
14439, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:slime, 20, 4, 4
14440, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:enderman, 15, 1, 4
14441, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:witch, 10, 1, 1
14442, taiga, minecraft:old_growth_spruce_taiga, MONSTER, species:bewereager, 10, 1, 2
14443, taiga, minecraft:old_growth_spruce_taiga, MONSTER, species:cliff_hanger, 10, 1, 1
14444, taiga, minecraft:old_growth_spruce_taiga, MONSTER, species:ghoul, 12, 1, 1
14445, taiga, minecraft:old_growth_spruce_taiga, MONSTER, embers:ancient_golem, 8, 1, 1
14446, taiga, minecraft:old_growth_spruce_taiga, MONSTER, species:limpet, 15, 1, 1
14447, taiga, minecraft:old_growth_spruce_taiga, MONSTER, species:quake, 20, 1, 1
14448, taiga, minecraft:old_growth_spruce_taiga, MONSTER, opposing_force:dicer, 20, 1, 1
14449, taiga, minecraft:old_growth_spruce_taiga, MONSTER, opposing_force:frowzy, 20, 4, 4
14450, taiga, minecraft:old_growth_spruce_taiga, MONSTER, opposing_force:guzzler, 25, 1, 1
14451, taiga, minecraft:old_growth_spruce_taiga, MONSTER, caverns_and_chasms:mime, 4, 1, 1
14452, taiga, minecraft:old_growth_spruce_taiga, MONSTER, opposing_force:pale_spider, 20, 4, 4
14453, taiga, minecraft:old_growth_spruce_taiga, MONSTER, opposing_force:ramble, 20, 1, 1
14454, taiga, minecraft:old_growth_spruce_taiga, MONSTER, opposing_force:slug, 20, 2, 2
14455, taiga, minecraft:old_growth_spruce_taiga, MONSTER, opposing_force:terror, 35, 1, 1
14456, taiga, minecraft:old_growth_spruce_taiga, MONSTER, opposing_force:trembler, 20, 1, 1
14457, taiga, minecraft:old_growth_spruce_taiga, MONSTER, opposing_force:umber_spider, 20, 4, 4
14458, taiga, minecraft:old_growth_spruce_taiga, MONSTER, opposing_force:volt, 35, 4, 4
14459, taiga, minecraft:old_growth_spruce_taiga, MONSTER, species:wicked, 5, 1, 3
14460, taiga, minecraft:old_growth_spruce_taiga, MONSTER, alexsmobs:centipede_head, 35, 1, 1
14461, taiga, minecraft:old_growth_spruce_taiga, MONSTER, alexsmobs:farseer, 35, 1, 1
14462, taiga, minecraft:old_growth_spruce_taiga, MONSTER, alexsmobs:murmur, 20, 1, 1
14463, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 2
14464, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:baby_spider, 5, 3, 5
14465, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
14466, taiga, minecraft:old_growth_spruce_taiga, MONSTER, quark:stoneling, 5, 1, 1
14467, taiga, minecraft:old_growth_spruce_taiga, MONSTER, quark:toretoise, 5, 2, 4
14468, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
14469, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
14470, taiga, minecraft:old_growth_spruce_taiga, MONSTER, ancient_elements:boulder, 20, 1, 1
14471, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:corpse_fly, 5, 1, 3
14472, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 1
14473, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:decaying_zombie, 5, 1, 1
14474, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:decrepit_skeleton, 5, 1, 1
14475, taiga, minecraft:old_growth_spruce_taiga, MONSTER, ancient_elements:dig, 10, 1, 1
14476, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 1
14477, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:door_knight, 5, 1, 1
14478, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:dread_hound, 5, 3, 5
14479, taiga, minecraft:old_growth_spruce_taiga, MONSTER, ancient_elements:drimble, 5, 1, 1
14480, taiga, minecraft:old_growth_spruce_taiga, MONSTER, foolish:dweller, 20, 4, 4
14481, taiga, minecraft:old_growth_spruce_taiga, MONSTER, foolish:excavore, 20, 1, 1
14482, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
14483, taiga, minecraft:old_growth_spruce_taiga, MONSTER, foolish:great_keenark, 20, 1, 1
14484, taiga, minecraft:old_growth_spruce_taiga, MONSTER, foolish:keenark, 20, 4, 4
14485, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:krampus, 20, 1, 1
14486, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:krampus_henchman, 20, 2, 3
14487, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
14488, taiga, minecraft:old_growth_spruce_taiga, MONSTER, adamsarsplus:mage, 20, 1, 2
14489, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
14490, taiga, minecraft:old_growth_spruce_taiga, MONSTER, goety:reaper, 10, 1, 1
14491, taiga, minecraft:old_growth_spruce_taiga, MONSTER, goety:wraith, 10, 1, 1
14492, taiga, minecraft:old_growth_spruce_taiga, MONSTER, goety:web_spider, 5, 4, 4
14493, taiga, minecraft:old_growth_spruce_taiga, MONSTER, goety:warlock, 20, 1, 1
14494, taiga, minecraft:old_growth_spruce_taiga, MONSTER, goety:heretic, 20, 1, 1
14495, taiga, minecraft:old_growth_spruce_taiga, MONSTER, goety:maverick, 20, 1, 1
14496, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:mother_spider, 2, 1, 1
14497, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mowziesmobs:grottol, 20, 1, 1
14498, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:mr_pumpkin, 5, 1, 3
14499, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:mrs_pumpkin, 5, 1, 1
14500, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
14501, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
14502, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
14503, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
14504, taiga, minecraft:old_growth_spruce_taiga, MONSTER, irons_spellbooks:necromancer, 10, 1, 1
14505, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
14506, taiga, minecraft:old_growth_spruce_taiga, MONSTER, foolish:parasitic_fly, 20, 3, 5
14507, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
14508, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
14509, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 1
14510, taiga, minecraft:old_growth_spruce_taiga, MONSTER, ancient_elements:scamp, 20, 1, 1
14511, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:senor_pumpkin, 5, 1, 2
14512, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:siamese_skeletons, 5, 1, 1
14513, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
14514, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:skeleton_demoman, 3, 1, 1
14515, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:skeleton_thrasher, 5, 1, 1
14516, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 5 2, 2
14517, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:spirit_guide, 5, 1, 1
14518, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:spiritof_chaos, 5, 1, 1
14519, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
14520, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:swarmer, 5, 1, 1
14521, taiga, minecraft:old_growth_spruce_taiga, MONSTER, ancient_elements:undead_miner, 20, 1, 2
14522, taiga, minecraft:old_growth_spruce_taiga, MONSTER, terramity:uvogre, 5, 1, 1
14523, taiga, minecraft:old_growth_spruce_taiga, MONSTER, foolish:wendigo, 20, 1, 1
14524, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:zombie_bruiser, 5, 1, 1
14525, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:zombie_clown, 5, 1, 1
14526, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:zombie_fisherman, 5, 1, 1
14527, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:zombie_lumberjack, 5, 1, 1
14528, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:sheep, 40, 5, 5
14529, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:pig, 40, 4, 4
14530, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:chicken, 40, 4, 4
14531, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:cow, 40, 4, 4
14532, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:wolf, 20, 4, 4
14533, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:rabbit, 20, 2, 3
14534, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:fox, 20, 2, 4
